fcltynm,mt10id,mt13cnt,fcltychartr,opende,seatscale,telno,relateurl,adres,la,lo
1M SPACE,FC002651,1,민간(대학로 외),2019,55, ,https://yellowclip.space/,서울특별시 서대문구 연세로4길 27 (창천동),37.5576008,126.9381984
