mt20id,prfnm,prfpdfrom,prfpdto,fcltynm,prfcast,prfcrew,prfruntime,prfage,entrpsnm,pcseguidance,poster,sty,genrenm,openrun,prfstate,mt10id,dtguidance,styurls
PF243062,별이 빛나는 밤에 [서울],2024.07.05,2024.12.31,상명아트홀 (1관), , ,1시간 30분,만 13세 이상, ,"전석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF243062_240614_132535.png, ,연극,N,공연중,FC000763,"화요일(17:00), 수요일(17:00,20:00), 목요일 ~ 금요일(17:00), 토요일(14:00,17:00), 일요일(15:00)","['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF243062_240617_1249022.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF243062_240617_1249021.jpg']"
PF242914,"창작공감: 연출, 전기 없는 마을",2024.07.11,2024.08.04,홍익대 대학로 아트센터 (소극장),"강애심, 윤성원, 이다혜, 정원조, 최하윤, 홍선우","김연민, 남경식, 성미림 등",1시간 20분,만 11세 이상,(재) 국립극단,"전석 35,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242914_240613_104431.jpg, ,연극,N,공연중,FC001208,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242914_240617_0959171.jpg']
PF242871,"진천이 추천하는 진천 추천연극, 진천사는 추천석",2024.07.04,2024.07.21,여행자극장 (여행자극장),"조영규, 곽성은, 윤슬기, 한철훈, 정홍구, 백익남, 황영희 등","이철희, 신동선, 한승현 등",1시간 30분,만 11세 이상, ,"전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242871_240612_143042.gif, ,연극,N,공연중,FC001529,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242871_240612_0230420.jpg']
PF242836,투가이즈쇼 #2. GENERATION,2024.07.08,2024.10.07,구름아래소극장 (구름아래소극장),"최호승, 기세중, 추민주, 노희찬, 김도원, 최정원, 김환희 등","한소영, 한혜신, 이준 등",1시간 40분,만 13세 이상, ,"전석 70,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242836_240612_124051.jpg, ,뮤지컬,N,공연중,FC002033,월요일(20:00),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242836_240612_1240511.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242836_240612_1240510.jpg']"
PF242760,임대아파트 [대학로],2024.07.05,2024.09.01,공간아울 (공간아울),"이정연, 장서원, 신재열, 고우리, 김근혁, 김소라, 김마로 등","변영진, 김현지, 이재국 등",1시간 30분,만 12세 이상,"네버엔딩플레이(N.E.P Contents), 안녕컴퍼니, 제프 주식회사","전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242760_240611_113714.gif, ,연극,N,공연중,FC001209,"월요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,17:00), HOL(14:00,17:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242760_240704_1112541.jpg']
PF242666,페인터즈 [서대문전용관],2024.06.05,2024.08.31,NH아트홀 (NH아트홀 판타스틱 전용관), , ,1시간 15분,전체 관람가, ,"VIP석 70,000원, R석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242666_240610_144612.gif, ,뮤지컬,N,공연중,FC000576,"월요일 ~ 금요일(17:00), 토요일 ~ 일요일(17:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242666_240610_0246120.jpg']
PF242604,킬링 유어 파더,2024.07.04,2024.07.21,민송아트홀 (구. 브로드웨이아트홀) (2관),"신현정, 채아신, 이지우, 주슬기, 김미카엘, 전지아","이정하, 김성구, 박근형 등",1시간 50분,만 15세 이상,은유의 실천,"전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242604_240610_115843.jpg, ,연극,N,공연중,FC001682,"화요일 ~ 금요일(19:30), 토요일(14:00,18:00), 일요일(14:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242604_240610_1158430.jpg']
PF242516,"국립극단, 햄릿",2024.07.05,2024.07.29,국립극단 [명동] (명동예술극장),"김별, 김수현, 김용준, 김유민, 김정화, 노기용, 류원준 등","부새롬, 정진새, 이태주 등",2시간 15분,만 12세 이상,(재) 국립극단,"R석 60,000원, S석 45,000원, A석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242516_240607_150714.jpg, ,연극,N,공연중,FC000005,"월요일(19:30), 수요일 ~ 금요일(19:30), 토요일 ~ 일요일(15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242516_240610_1012071.jpg']
PF242500,연남장 캬바레: THE RIDE OF MY LIFE,2024.07.05,2024.07.24,연남장 (연남장),주민진,"김태형, 장우성, 주민진 등",1시간 30분,만 13세 이상, ,"전석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242500_240607_142918.gif, ,뮤지컬,N,공연중,FC002037,"수요일(19:00), 목요일(19:00,21:00), 금요일(19:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242500_240607_0229180.jpg']
PF242456,아이위시 [서울],2024.07.05,2024.08.31,연남장 (연남장),"정호준, 김초하, 오주언, 박현수","이석준, 류찬, 이현정 등",1시간 30분,만 13세 이상, ,"전석 44,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242456_240607_122831.gif, ,뮤지컬,N,공연중,FC002037,"월요일 ~ 수요일(19:00), 목요일 ~ 금요일(19:00,21:00), 토요일(15:00,19:00,21:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242456_240607_1228310.jpg']
PF242455,오늘 처음 만드는 뮤지컬 [서울],2024.07.05,2024.08.31,연남장 (연남장),"한세라, 김지훈, 이정수, 김승용, 박은미, 정다희, 장우성 등","김태형, 허안, 최수정 등",1시간 30분,만 13세 이상, ,"전석 44,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242455_240607_121736.gif, ,뮤지컬,N,공연중,FC002037,"월요일 ~ 수요일(19:00), 목요일 ~ 금요일(19:00,21:00), 토요일(17:00,19:00,21:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242455_240607_1217360.jpg']
PF242428,"제27회 크리틱스초이스댄스페스티벌, 정희은: 연지 & 권미정: 먹이",2024.07.17,2024.07.18,아르코예술극장 (대극장),"양지연, 노주호, 윤명인, 배소미, 이예림, 허준환, 권수연 등","정희은, 권미정",1시간 20분,만 7세 이상, ,"R석 50,000원, S석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242428_240607_103051.jpg,"[공연소개]



정희은

안무가인 어머니가 만든 작품을 보고 춤을 추는 환경에서 자라나 자연스럽게 무용의 길을 택했다. 한국예술종합학교 무용원 이론과를 졸업한 뒤 실기과 전문사 과정을 밟았다. 재학 중 교환학생으로 미국 칼아츠에 갔다가 공연 제의를 받고 현지에서 창작 활동을 시작했다. 귀국 후엔 아트프로젝트보라 단원을 거쳐 무용단 흰댄스(Heendance)를 만들어 독립했다. 멀티미디어 장르 융합 등 경계 허물기를 시도하고 있다. 장소특정형 공연으로 공간을 넘나들며 활동을 넓혀가는 중이다. 



작품명: 신작 <연지>



“인간에겐 기계처럼 정확해지길 원하고 기계엔 인간미를 요구하는 시대를 살고 있으니까, 사람만 가진 게 뭔지를 고민하게 됐어요. ‘사랑’이 생각나더군요. 사랑할 때 몸의 반응. 몸이 달아오르고 빨개지는 현상. ‘블러쉬(Blush)’라는 주제가 궁금해지면서 붉은색 ‘연지’를 같이 떠올렸어요. 인위적인 방법을 쓰기보단 무용수의 진짜 몸의 반응으로 사랑의 현상을 끄집어내려는 작업이에요. 인간만이 가지는 부끄러움 때문일 수도 있고, 정말 사랑하기 때문에 심장이 떨리는 현상 자체를 어떻게 하면 무대 위에 올릴 수 있을까 고민 중입니다.”



안무가의 글

시장 원리랑 맞지 않는 ‘사랑’에 대한 이야기다. 인간을 기계처럼, 기계는 인간처럼 만들어내는 것을 추구하는 사회. 자본주의 계산으로 정확히 환산될 수 없는. 상품 교환의 사회적 질서에서 벗어난. 통제 불가하고 너무나도 사적인. 자본주의 범주 밖에 있고자 하는 ‘낭만적 사랑’을 주제로 삼는다. 신체를 주재료로 심장이 벌렁거리고, 숨이 차고, 볼이 빨개지는 현상. 통제 불가한 가장 본능적인 신체의 반응과 움직임을 구상하기 시작한다. 사회 구조 안에서 억압받는 몸과 정신의 장치를 풀고 쾌락의 자유를 탐색하고 해방하는 시간을 찾는다.




권미정

국립전통예술고등학교 입학을 위해 대구에서 상경했다. 경희대에 진학해 ‘김백봉부채춤’ 보유자인 안병주 교수에게 사사했지만 신무용보다 ‘창작’에 관심을 둔 별난 제자가 되어 안무 활동을 이어왔다. 대한무용협회 주최 젊은안무자창작공연에서 ‘최우수안무자상’을 받은 ‘고비’(2021)를 비롯해 ‘잿푸라기’(2022), ‘고아’(2023) 등 안무작을 발표해왔다. 학업도 지속했다. 동대학원 무용학과에서 ‘안무자의 기본 소양교육을 위한 구성요소 탐색’으로 석사학위를 받고, 최근 박사과정을 수료했다.



작품명: 신작 <먹이>



“생명이 지닌 아름다움. 그 능력치를 조명하는 몸의 미학을 표현하고 싶어요. 어느 책에서 그러더군요. ‘진정한 진실은 내 육체가 피의 박동을 느낀다는 것이다.’ 신체 기관, 혈관 같은 생명 유지에 관심을 갖다 보니 ‘먹이’란 제목이 떠올랐어요. 다른 생명을 양분으로 취하고 유지된 생명이 또 다른 생명의 양분이 된다는 순리. 먹고 먹히는 유한한 생을 담아보려 합니다.”



안무가의 글

먹고 먹히고. 

생명 유지를 위해 다른 생명을 양분으로 취한다. 

그리고 저 또한 누군가의 양분으로 흡수되어 자연의 거름이 된다,



그러니, 사는 동안 태양을 만끽하자. 끝내 부둥켜안고, 서로의 향취를 맡으며, 자연의 품에서 양분이 되어가자.",무용,N,공연예정,FC002632,수요일 ~ 목요일(20:00),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242428_240607_1032173.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242428_240607_1030510.jpg']"
PF242426,기억의 숲,2024.06.08,2024.07.31,지즐소극장 (지즐소극장),"석봉준, 배진범, 김윤수, 박예린, 전인지, 오수빈, 박태현 등", ,1시간 20분,만 13세 이상, ,"전석 35,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242426_240607_102454.gif, ,연극,Y,공연중,FC001156,"수요일 ~ 금요일(19:00), 토요일(15:00,18:00), 일요일(16:00), HOL(15:00,18:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242426_240607_1024540.jpg']
PF242420,연남장 캬바레: SONG FOR MEE,2024.07.06,2024.07.27,연남장 (연남장),이영미,"김태형, 이영미, 김은영",1시간 30분,만 13세 이상, ,"전석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242420_240607_101214.gif, ,뮤지컬,N,공연중,FC002037,"토요일(17:00,19:00,21:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242420_240607_1012140.jpg']
PF242396,사의찬미 [대학로],2024.07.02,2024.09.22,링크아트센터 (페이코홀),"주민진, 진태화, 임준혁, 홍승안, 최연우, 김려원, 이정화 등","송은도, 성종완, 김은영 등",1시간 50분,만 12세 이상,(주)네오,"R석 77,000원, S석 66,000원, A석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242396_240605_135503.jpg, ,뮤지컬,N,공연중,FC003244,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242396_240605_0155030.jpg']
PF242395,박열 [대학로],2024.07.16,2024.09.29,링크아트센터드림 (드림 3관),"손유동, 현석준, 백기범, 이정화, 박새힘, 최지혜, 문경초 등","김수로, 김보람, 성종완 등",1시간 40분,만 13세 이상,(주)더블케이 필름 앤 씨어터 (더블케이엔터테인먼트),"전석 66,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242395_240605_134104.gif, ,뮤지컬,N,공연중,FC001528,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242395_240605_0141040.jpg']
PF242353,안녕! B612: 어린왕자,2024.07.04,2024.07.21,한국콘텐츠진흥원 CKL스테이지 (한국콘텐츠진흥원 CKL스테이지),"오현진, 박수연, 이희성, 최윤석, 서민준, 김영동, 전원희 등","박성민, 이지희, 이진희 등",1시간 10분,만 6세 이상,하랑씨어터,"전석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242353_240605_105232.gif, ,뮤지컬,N,공연중,FC001428,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(15:00,18:00)","['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242353_240605_1052320.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242353_240605_1054104.jpg']"
PF242321,"극단 가탄 10주년 기념공연, 가족의 탄생 [대학로]",2024.07.03,2024.07.21,선돌극장 (선돌극장),"송재하, 정지호, 김누리, 서송희, 정홍재, 조원석, 박교빈 등","손건우, 박규리, 정태민 등",1시간 40분,만 7세 이상,"극단 가탄, 극단 예결","전석 45,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242321_240605_094647.gif, ,연극,N,공연중,FC000362,"월요일 ~ 목요일(19:30), 금요일(16:00,19:30), 토요일(14:00,18:00), 일요일(14:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242321_240605_0946470.jpg']
PF242220,옥천여관,2024.07.02,2024.07.20,동국대학교 (이해랑예술극장),"한록수, 권세연, 박혜진, 김수민, 김동민, 한지한, 김하영 등","서상완, 조준희, 고태호 등",1시간 40분,만 7세 이상,"(주) 메타포스(METAFORCE Creative), (주) 테오니스(THEONIX), 동국씨어터랩","전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242220_240603_131624.gif, ,연극,N,공연중,FC000570,"화요일 ~ 금요일(19:30), 토요일(15:00,18:00), 일요일(15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242220_240603_0116240.jpg']
PF242164,ARTISTLIVE FESTIVAL IN SEOUL,2024.07.13,2024.08.17,서울숲 스튜디오301 (서울숲 스튜디오301),"김기경, 그리고리 바라노프, 케이 오히시, 알렉산더 쉐이킨, 신보경, 김대준",김기경,1시간 15분,만 8세 이상, ,"전석 70,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242164_240603_100057.jpg, ,서양음악(클래식),N,공연중,FC002950,토요일(19:00),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242164_240603_1000570.png']
PF242149,"예술의 전당 어린이 가족 페스티벌, 네모의 세상",2024.07.12,2024.07.21,예술의전당 [서울] (자유소극장),대릴 앤 코, ,50분,36개월 이상, ,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242149_240531_135915.gif, ,뮤지컬,N,공연중,FC000001,"화요일 ~ 목요일(11:00,15:00), 금요일(16:00,19:00), 토요일 ~ 일요일(11:00,15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242149_240531_0159150.jpg']
PF242116,"M 연극시리즈 1, 세상친구",2024.07.05,2024.08.11,마포아트센터 (플레이맥),"김늘메, 김대곤, 이성욱, 김호경, 최영우, 이순원, 태항호 등","오세혁, 변영진, 이승희 등",1시간 30분,만 12세 이상,배우극단 세상친구,"R석 55,000원, S석 45,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242116_240531_110051.gif, ,연극,N,공연중,FC000788,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,16:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242116_240531_1100510.jpg']
PF242054,"윤성 단독 콘서트, 미소",2024.06.18,2024.08.27,JTN 아트홀(구. 대학로예술마당) (2관),윤재선, ,1시간 30분,만 12세 이상, ,"전석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242054_240530_133623.gif, ,대중음악,N,공연중,FC000139,화요일(19:00),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242054_240530_0136230.jpg']
PF242052,베르사유의 장미,2024.07.16,2024.10.13,충무아트센터 (대공연장),"옥주현, 김지우, 정유지, 이해준, 김성식, 고은성, 박민성 등","엄홍현, 김지원, 왕용범 등",2시간 30분,만 7세 이상,(주)EMK뮤지컬컴퍼니,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF242052_240530_132555.gif, ,뮤지컬,N,공연중,FC000014,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:00,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF242052_240712_1119241.jpg']
PF241963,"여우락 페스티벌, 윤은화: 페이브 (PAVE)",2024.07.17,2024.07.17,국립극장 (하늘극장),윤은화, ,1시간 10분,만 7세 이상, ,"전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241963_240529_151050.png,"[공연소개]

불모지에서 피어난 꽃, 양금의 새 지평
전통음악에서부터 현대음악, 전자음악까지 
다양한 분야에서 새로운 방향성을 모색해온 세계적인 양금 연주자 윤은화.
오직 양금을 향한 열망으로 불모지와 같은 길을 닦으며 아름다운 길을 만들어냈다.
<페이브(PAVE)>는 지금까지 닦아낸 눈부신 길을 동행해보는 자리이다.
파워풀한 양금과 다양한 악기들의 협연으로 놀랍도록 열정 가득한 연주를 몸소 느껴보자.",한국음악(국악),N,공연예정,FC000003,수요일(19:30),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241963_240529_05175117.jpg']
PF241898,바스커빌: 셜록홈즈 미스터리 Chapter2,2024.06.22,2024.10.20,예스24아트원(구.대학로아트원씨어터) (3관),"정다희, 이예준, 이은호, 오소연, 송광일, 배훈, 유성재 등", ,1시간 50분,만 8세 이상,(주)모먼트메이커,"전석 60,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241898_240529_094739.jpg, ,연극,N,공연중,FC000833,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241898_240529_0944230.jpg']
PF241880,카사노바,2024.06.21,2024.09.22,윤당아트홀 (1관),"해리 벤자민, 이안 슈츠만, 스베아 웨디스, 아나 루게이루, 루나 키드조, 다미르 살리호프, 클레어 나슈크 등","윤다영, 하영미, 김현수 등",1시간 30분,만 19세 이상,(주)폴라베어픽쳐스,"R석 66,000원, S석 55,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241880_240708_112244.gif, ,연극,N,공연중,FC000055,"화요일 ~ 금요일(19:30), 토요일(15:00,18:00), 일요일(15:00), HOL(15:00,18:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241880_240624_1028441.jpg']
PF241738,바다 100층짜리 집,2024.07.06,2024.08.15,성균관대학교 새천년홀 (성균관대학교 새천년홀),"유소연, 박시연, 이온, 김용호, 한미래, 박명훈, 이은정 등","정용석, 박수경, 조재국 등",1시간,20개월 이상,아트큐브,"VIP석 70,000원, R석 60,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241738_240527_100705.gif, ,뮤지컬,N,공연중,FC001351,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,16:30), HOL(11:00,14:00,16:30)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241738_240527_1007050.jpg']
PF241724,제30회 포스메가남성합창단 정기연주회,2024.07.17,2024.07.17,예술의전당 [서울] (콘서트홀),"강기성, 김명엽, 김홍식, 차영회, 최혜진 등", ,2시간,만 7세 이상, ,"R석 100,000원, S석 60,000원, A석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241724_240524_140745.gif, ,서양음악(클래식),N,공연예정,FC000001,수요일(19:30),"['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241724_240524_0207451.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241724_240524_0207450.jpg']"
PF241497,젠틀맨스 가이드: 사랑과 살인편,2024.07.06,2024.10.20,광림아트센터 (BBCH홀),"송원근, 김범, 손우현, 정산훈, 정문성, 이규형, 안세하 등","김영욱, 이성훈, 송한샘 등",2시간 30분,만 13세 이상,(주)쇼노트,"VIP석 150,000원, OP석 130,000원, R석 130,000원, S석 90,000원, A석 60,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241497_240522_104224.gif, ,뮤지컬,N,공연중,FC001370,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241497_240522_0352481.jpg']
PF241439,남사친 여사친,2024.06.01,2024.07.28,세우아트센터 (2관),"안승찬, 권혁, 김지수, 손예지, 조병진, 노진욱, 백진화 등","김덕진, 이강우, 노진욱 등",1시간 30분,만 11세 이상,"데이문컬쳐, 소중한하루","전석 44,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241439_240531_105054.jpg, ,연극,Y,공연중,FC000794,"목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:30,17:00), HOL(14:30)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241439_240701_0128111.jpg']
PF241421,살리에르,2024.07.11,2024.09.21,세종문화회관 (세종M씨어터),"박규원, 백인태, 유현석, 백형훈, 김준영, 황민수, 유태양 등","한승원, 김종석, 정민아 등",2시간 30분,만 11세 이상,(주)에이치제이컬쳐(HJ컬쳐),"R석 99,000원, S석 77,000원, A석 55,000원, 시야방해석 66,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241421_240521_094104.gif, ,뮤지컬,N,공연중,FC000020,"화요일(19:30), 수요일(15:00,19:30), 목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241421_240521_0941040.jpg']
PF241378,쉬어매드니스 [대학로],2024.06.01,2024.07.31,콘텐츠박스(구. 르메이에르 씨어터) (콘텐츠박스(구. 르메이에르 씨어터)),"김동섭, 김범준, 김수호, 홍은, 전현지, 민하람, 강병화 등","노재환, 서성종, 장영섭 등",1시간 50분,만 15세 이상, ,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241378_240520_142626.gif, ,연극,Y,공연중,FC000841,"월요일 ~ 금요일(14:00,17:00,20:00), 토요일(13:00,16:00,19:00), 일요일(13:00,15:00,16:00,18:00,19:00), HOL(13:00,16:00,19:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241378_240715_1249531.jpg']
PF241368,4월은 너의 거짓말,2024.06.28,2024.08.25,예술의전당 [서울] (CJ 토월극장),"이홍기, 윤소호, 김희재, 이봄소리, 정지소, 이재진, 김진욱 등","사카구치 리코, 엄홍현, 김지원 등",2시간 50분,만 7세 이상,(주)EMK뮤지컬컴퍼니,"OP석 150,000원, R석 150,000원, S석 110,000원, A석 70,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241368_240520_135016.jpg, ,뮤지컬,N,공연중,FC000001,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241368_240701_0955321.jpg']
PF241301,하데스타운 [서울],2024.07.12,2024.10.06,샤롯데씨어터 (샤롯데씨어터),"조형균, 박강현, 김민석, 최정원, 최재림, 강홍석, 김선영 등","박소영, 한정림, 홍유선 등",2시간 35분,만 7세 이상,에스앤코(S&CO),"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241301_240517_145643.gif, ,뮤지컬,N,공연중,FC000012,"화요일 ~ 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241301_240517_0256430.jpg']
PF241277,카르밀라,2024.06.11,2024.09.08,링크아트센터드림 (드림 1관),"유주혜, 전민지, 이서영, 이재림, 송영미, 민도희, 김서연 등","박재현, 이강욱, 황예슬 등",1시간 40분,만 13세 이상,"네버엔딩플레이(N.E.P Contents), 라이브러리컴퍼니","R석 70,000원, S석 60,000원, A석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241277_240517_125516.gif, ,뮤지컬,N,공연중,FC001528,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)","['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241277_240517_1255161.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241277_240517_1255160.jpg']"
PF241185,히사이시 조 영화음악 콘서트 [서울 (앵콜) ],2024.07.07,2024.07.20,롯데콘서트홀 (롯데콘서트홀),"김재원, 김영준, 브랜든 최, 배성우 등", ,2시간,만 7세 이상, ,"R석 130,000원, S석 100,000원, A석 70,000원, B석 50,000원, 시야방해S 70,000원, 시야방해A 49,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241185_240516_144214.gif, ,서양음악(클래식),N,공연중,FC001513,토요일 ~ 일요일(15:00),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241185_240516_0242140.jpg']
PF241105,맥베스,2024.07.13,2024.08.18,국립극장 (해오름극장),"황정민, 김소진, 송일국, 송영창, 남윤호, 홍성원, 임기홍 등","김미혜, 양정웅, 김상훈 등",2시간,만 13세 이상,(주)샘컴퍼니,"VIP석 110,000원, OP석 99,000원, R석 88,000원, S석 66,000원, A석 44,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241105_240516_102755.gif, ,연극,N,공연중,FC000003,"화요일(19:30), 수요일(14:00), 목요일 ~ 금요일(19:30), 토요일(14:00,18:00), 일요일(14:00), HOL(14:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241105_240516_1027550.jpg']
PF241100,"시크릿쥬쥬 시즌4, 별의보석: 소원을 말해봐! [서울]",2024.07.13,2024.08.04,유니버설아트센터 (유니버설아트센터), ,"김철현, 윤성민, 정윤지 등",1시간 05분,24개월 이상,DS뮤지컬컴퍼니,"VIP석(1층) 70,000원, R석(발코니층) 60,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241100_240516_100511.gif, ,뮤지컬,N,공연중,FC000010,"수요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00,17:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241100_240516_1005110.jpg']
PF241068,슈퍼스타 브레멘 밴드,2024.05.11,2024.07.31,로즈아트홀 (로즈아트홀),"김광래, 김태경, 김재선, 김의상, 윤경옥",이정은,50분,전체 관람가, ,"전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF241068_240514_125245.gif, ,뮤지컬,Y,공연중,FC002297,토요일(13:30),['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF241068_240514_1252450.jpg']
